Timestamp,Name,Comment,Language
1:31:44 , (New member) *$20.00* Nookie, mic funds bc i need to find out just how sensitive my ears are. for science of course. yep that's the only reason yessir,en
1:32:10 , (New member) *$5.00* Sly_Deviant, I came here for cuddles and just to be snug and cozy. WHEN DID THIS TURN INTO A DOWN BAD STREAM?!?!?! :black_heart::red_exclamation_mark:,en
1:32:19 , (New member) *MX$25.00* Kaisa, thanks for the pre-training,en
1:32:30 ," (New member) *IDR 50,000.00* Clear"," I swear after this, I need to go to the church for a bible discussion study meeting session :place_of_worship::place_of_worship:",en
1:32:40 ," (New member) *IDR 50,000.00* shilloh._. yy", Sir Headpats and Lap rights???!! Uhdushs I'm MafFuctiOning so much that I finished a fanart of you I hope you like it :place_of_worship::place_of_worship:,en
1:33:00 , (New member) *€20.00* Ceri, Mic funds ,en
1:33:06 , (New member) *$1.99* annie ★," are you SURE (?) this is your first time?!,&,!:&?&",en
1:34:31 , (New member) *SEK 20.00* Jojo bb , If we been on your lap squirming How are you doing,en
1:34:34 , (New member) *$5.00* harrah (hair-uh), respectfully asking for some of your purring for my cat :),en
1:34:41 , (New member) *CA$5.00* Tirina," This stream has been amazing hex, my cheeks are so red :flushed_face::_hexSadge2:",en
1:35:49 , (New member) *$5.00* K's M, Your voice is velvety soft and I wanna wrap myself in it. Youre doing amazing and are so talented. still dying lol,en
1:36:10 , (New member) *$9.99* Jade Magnum," I am screaming both with and without the s… I feel like I’m failing whatever test we supposed to be taking. I don’t even know what I’m begging for anymore, but Hex, please.",en
1:36:24 , (New member) *€5.00* Iroha," Sir, we might need the Contract and Checklist before the Bible Study Discussion Meeting, yes? Just to be safe of course",en
1:36:46 , *R$2.00* soso, my cheeks are ed (unfortunately just face cheeks),en
1:38:17 , (New member) *$5.00* Nookie, what are u gonna do? spank us? do it u won't,en
1:38:35 , *$5.00* Melissa," I'm only focused on you, babygirl",en
1:38:40 ," *₫20,000* 𝗠𝗶𝗼𝗻𝗲", Your ASMR is my cure :smiling_face_with_hearts:,en
1:38:45 , *MYR 9.90* Kouru_, Work was stressful. Thank you for this hex!,en
1:38:50 , *£5.00* hanahearts, thank you for keeping us company tonight :two_hearts: headpats for you :hand_with_fingers_splayed:,en
1:39:12 , (New member) *$5.00* azza ♡, please have mercy hex I'm down on my knees begging (just kidding please keep turning our brains into mush) ,en
1:39:22 , *$4.99* PinkiesUpBitches, Now a part of the no focus gang.,en
1:39:39 , (New member) *$9.99* Shaco from League of Legends," ya know i think the french got it right calling the O a petite mort because i have died several times this stream, goddang it hex (also thank u lol)",en
1:39:52 , (New member) *$20.00* systemregress, could you sit in the chatboys' laps please? before you go :pleading_face:,en
1:40:10 , (New member) *$4.99* 8bit Star, Noooo I have an evil image to uphold I can’t fold like this!!! ,en
1:40:22 , *HK$38.00* Hanaaa, Hexxx can l borrow a kiss from u? I promise l will give it back<3 ,en
1:41:20 , (New member) *A$5.00* Typsy Artist, I dont think I've blushed this much like ever. Thank you for for the art inspiration Darling. ,en
1:42:47 , *$49.99* Dino, I’m a folding chair:place_of_worship:,en
1:42:50 , (New member) *€2.49* ♡𝓀𝒶𝒹𝓎♡," u are doing so well, im very proud of u hexy :black_heart::red_exclamation_mark:",en
1:42:59 , *€5.00* Ari," I'm sure if you start growling more, we'll start purring... NGL your voice is both heaven and hell...<3",en
1:43:18 , (New member) *$5.00* Nookie, kind of ironic that i'm giving u money when ur living in my head rent free ,en
1:43:27 , (New member) *$5.00* azza ♡," I swear you give the best kisses I've ever heard, can't help but melt every time<3 will never get tired of them:black_heart: more besitos please hexy mi amor:black_heart::pleading_face:",en
1:43:35 , (New member) *$20.00* systemregress, want you sitting in our laps too but either is so nice :black_heart::red_exclamation_mark:,en
1:43:49 , *$4.99* 𝗦hyanne 🫶🏼, The butterflies im getting in my stomach is insane rn pls help 🫣,en
1:43:55 , (New member) *$10.00* iRenCross," you always give us lap rights, I give you thigh pillow rights. Rest your head.... if you don't mind im a blushing mess right now",en
1:44:23 , (New member) *CA$5.00* Chiss, youre doing so well! happy to watch this,en
1:45:35 , (New member) *₱125.00* Joyeuse 💙 (@joooyeuse_)," can't fold yet my liege, i need to battle you 1v1 in the boxing ring for domain rights! (you're doing really great with the ASMR though!)",en
1:46:18 ," (New member) *IDR 50,000.00* Clear"," Sir you're really be saying ""I can break you and fix you back"" :loudly_crying_face::loudly_crying_face:",en
1:46:22 , (New member) *₱50.00* Jeziel Joy, break YT with your future asmrs hex onii!!,en
1:46:25 , (New member) *$2.00* raquelle edits, my ears are blessed thank you. BONK,en
1:47:26 , (New member) *NT$170.00* frost forestS霜沐," i need to work later. you’re stream makes me feel good, let me have more energy, could you give me a kiss goodbye? :black_heart::red_exclamation_mark::face_blowing_a_kiss::face_blowing_a_kiss:",en
1:48:50 , (New member) *CA$2.00* 🦉 sheju 🦉, Break my brain and rebuild it like a Lego build.,en
1:49:07 , (New member) *A$5.00* Jadead23," Hex Haywire is ruining my life, I would fully be a catboy for you and I never thought I'd say that... ",en
1:49:14 , (New member) *$4.99* Shaco from League of Legends, YOU DID NOT JUST HIT US WITH A “HOW ABOUT THE WEATHER” AFTER ALL THAT TEASING,en
1:49:15 , (New member) *$4.99* Jade Magnum, Yep… restraint gone. I’m embarrassed to say this but every nerve in my body belongs to you now. All of them. Crawling up the god damn wall right now.,en
1:49:27 , (New member) *$100.00* Sav," ""In my restless dreams, I see ya.""",en
1:50:36 , *NT$330.00* りんか Kosyuan, Can we really have this free??! This so good that I feel guilty. U are an amazing oshi :crying_face:🫶,en
1:50:47 , *$4.99* 𝗦hyanne 🫶🏼, I hear something purring and ion think it’s your cat :upside_down_face:,en
1:51:31 , (New member) *A$10.00* MONKE MOANique🖤👹, AHHH HI BABYGIRL:black_heart::red_exclamation_mark::black_heart::red_exclamation_mark:i can only join for a little bit but I will treasure this moment and join the vod squad once I finish shift :smiling_face::smiling_face::smiling_face:,en
1:51:34 , (New member) *NT$330.00* Alice Lin, :black_heart::black_heart::black_heart:,en
1:52:16 ," (New member) *₩7,500* 누누NUNU", Thank you :black_heart:Love you HEX:black_heart:,en
1:52:56 , (New member) *$100.00* AK, tomatoes soup for the hungry boy♡,en
1:54:09 , (New member) *$4.99* ingtista, YOU GOT ME SO THIRSTY I DIDNT NOTICE MY DOG BITING MY CHARGER. HEX REALLY IS A RED FLAG. THE SUPAS WILL BUY YOU A NEW CHAIR SO KISS US PLS! MORE!!,en
1:55:38 , (New member) *₱125.00* Joyeuse 💙 (@joooyeuse_)," Just. Just take this my liege, I'll get you back for this eventually. For the teasing of course :) ",en
1:55:40 , (New member) *$9.99* traxmatic, back from the worst day at work and your asmr is just what i needed :black_heart: thank you hex,en
1:55:51 , *$5.00* Crud," Thanks for the ASMR Hex, I had a very rough day and your asmr helps. Sorry for calling you cringe on twitter, it's 'cause I like you.",en
1:56:15 , (New member) *$4.99* clawdeen, sussy? chat? neverrrr. *sweats profusely*,en
1:56:33 , (New member) *$5.00* azza ♡," you did so well today hexy<3 I'm so proud of you and can't wait for future asmr streams, spicy or not it's always lovely to be with you:black_heart: te amamos hex",en
1:57:12 , (New member) *$5.00* harrah (hair-uh), your voice is heaven thank you for blessing us sir,en
1:57:17 , (New member) *$5.00* caku, I'm an incredibly shy person but u have me so flustered rn that I've come to bonk u for ur crimes stinky :_hexBonk::_hexLove:,en
1:58:18 , (New member) *$10.00* systemregress," this has brought me so much comfort and... other emotions, thank you so much for trying this with us ",en
1:58:29 , (New member) *$5.00* lily thorne [certified witchgazer]," you're doing amazing sweetie, your voice tickles my brain in the best way, so cozy and warm. ",en
1:58:52 , (New member) *$5.00* KindredKeala, i made it home safe while listening. thanks for accompamying me home! (Its kay ah la <3),en
1:59:39 , (New member) *₱250.00* blankie, i feel so at home with you. thank you. :_hexLove:,en
1:59:43 , (New member) *CA$5.00* Steph, :_hexLove::_hexCozy:,en
1:59:44 , (New member) *$25.00* Candace Renee, I may never focus again.,en
2:00:18 , (New member) *CA$6.99* 🔮Cosmist🔮," Hex, you gotta stop being so hard on yourself. You’re such a positive light in a world full of dark and I’m so glad you’re here love :red_heart: ",en
2:00:23 ," (New member) *₩15,000* 누누NUNU", :black_heart::red_exclamation_mark::black_heart::red_exclamation_mark:,en
2:00:52 , (New member) *$2.00* azza ♡, hex mi amor :black_heart::red_exclamation_mark:,en
2:00:56 , (New member) *$9.99* 8bit Star, You did great Hex! Glad you had fun and felt comfortable! I will always be home with you and sicklings. Never folding though nope.,en
2:01:13 ," (New member) *IDR 79,000.00* Zielle"," Your hands looks heavy, may i hold them for you? Thank you for doing this amazing stream :smiling_face_with_hearts: (last supa for today i promise)",en
2:01:14 , (New member) *£4.49* Kookiekim," Thank you for the amazing stream, it was fantastic for a practice. Glad to be back seeing you live:black_heart::red_exclamation_mark:",en
2:01:38 , (New member) *₱125.00* miel, Home is wherever you are :black_heart::red_exclamation_mark:. Thank you so much for keeping us company. You did amazing!! Mahal kita :red_heart:,en
2:01:58 , (New member) *$5.00* Nookie," thanks for the stream baby, ur doing great! i'd love to be a brat and bite u but i'll be nice today so here's a forehead kiss for u *muah* :_hexLove:",en
2:02:18 , (New member) *$9.99* Lunar Kaiii, Love you Hex. You sure this was your “practice”. Keeping chat in my prayers lol,en
2:02:25 , (New member) *$4.99* may lilly, i fell asleep just before stream started after a long day at work so i’ll be heading straight to the vod. tysm for this lovely comfort darling :black_heart:,en
2:02:32 , *CA$5.00* FluffyBun, Your stream helped me relax and get my mind off my day. Thank you so much ,en
2:02:53 ," (New member) *₩10,000* Dally", You're so sweet Hex:smiling_face_with_hearts: I'm so glad I met you:black_heart:,en
2:03:07 , (New member) *A$2.99* SnuggyWuggy 💜🪽," This is my home away from home :black_heart::red_exclamation_mark:, love you all :people_hugging:",en
2:03:08 , (New member) *$100.00* Deraru's World, sending this supa with love and appreciation darling:_hexLove: you wouldnt reject it right hexi:smiling_face_with_hearts::people_hugging: love you lots my dear.. i might not be here for every stream but i really appreciate you:red_heart:,en
2:03:20 , (New member) *$20.00* Candace Renee," Seriously, you did so well Hex...so proud of you.:black_heart:",en
2:03:41 , (New member) *€5.00* Iroha," Thank you for the practice session, Hexy. I just feel so exhausted right now. The struggle is real",en
2:03:52 , (New member) *₱250.00* Joyz, Thank heavens I was born in the generation that I can listen to and comforted by Hex Haywire 🥹 You're doing good baby keep it up,en
2:03:57 , (New member) *NT$750.00* J Wyrmblood, :_hexLove:,en
2:04:06 , (New member) *$9.99* Melanie," Hexy cariño, thanks for the stream. Love it from start to finish, you did amazing. Besitos:face_blowing_a_kiss::face_blowing_a_kiss:",en
2:04:29 , (New member) *$49.99* clawdeen," we always feel so safe and comfortable when we're around you. you existing is enough for us to love you, thank you so much for the stream :black_heart::black_heart:",en
2:04:34 ," (New member) *IDR 50,000.00* Clear"," Hex, I choked on my tea while listening to this. You're doing an amazing job :two_hearts::two_hearts:. Love you",en
2:04:36 , (New member) *$4.99* traxmatic, throwing imaginary tomatoes at the imaginary timer,en
2:05:12 , *R$2.00* soso," I'll sleep now, tysm hex goodnight kissie :black_heart::red_exclamation_mark: mwa",en
2:05:12 ," (New member) *₩5,000* Dally", :black_heart:,en
2:05:48 , (New member) *$10.00* Deraru's World, you are our home hexi :_hexLove::_hexCozy:,en
2:06:13 , *$4.99* natbunny•_•, hex you are the most loving and caring streamer i have seen :) i love you spoiling us ,en
2:06:30 , (New member) *$20.00* angela, :black_heart::_hexCozy:,en
2:06:31 , (New member) *₱50.00* mystic 💛, This is for chat. :water_wave::water_wave: an ocean of seiso water :black_heart:,en
2:07:26 , (New member) *₱50.00* mystic 💛, also you did very well hexy~🫶 chat didnt :disappointed_face:,en
2:07:29 , (New member) *$5.00* Jeanie, Thank you Hexy :_hexLove: Love you lots ,en
2:08:23 , (New member) *₱50.00* mystic 💛, dw i still adore u sicklings but :water_wave::water_wave::water_wave:,en
2:08:29 , (New member) *$4.99* Mossy, U did so well today! Thank u for the stream :black_heart::red_exclamation_mark:,en
2:08:32 ," (New member) *CLP 1,000* heartysick ☆"," thank you for the stream, te amo (´；д；)",en
2:08:51 , (New member) *$5.00* harrah (hair-uh), thank you again for the stream! im so grateful for the kisses ill miss you until tomorrow! ,en
2:09:14 , (New member) *CA$5.00* 🦉 sheju 🦉, You did excellent! It was... Intimate. Lol We're so grateful to have you in our lives. Love you :black_heart::red_exclamation_mark: And looking forward to more of such SEISO ASMR-s.,en
2:09:25 ," (New member) *₩7,500* 누누NUNU", Thank you for the stream! Miss u🥹:black_heart:,en
2:09:41 , (New member) *CA$5.00* Steph, LOVE FOREVER:_hexLove:,en
2:11:03 , (New member) *$5.00* Nookie, thanks for the company sicklings love u :_hexLove::_hexLove:,en
6:09 , (Member (6 months)) 霖_Rinko, メロコ様こんばんはー:_Love:今日はいっぱい頑張ったから、Can I get a chuchu please?:_Worship:,en
11:55 , (Member (2 months)) Shin Amamiya シン , MELO NYA COME OVER AND HEADBUTT THE MIC,en
13:47 , *HK$25.00* ⠕ᵈORJYUｵﾙｼﾞｭर्र्रु्ँ, *not gonna ruin the vibe*:shushing_face:SC,en
52:18 , (Member (2 months)) MommaAngelCat😺 (Hex'sB-dayTwin), Hey MELOCO ! Thanks so much for a wonderful 4 months. Your super sweet and full of spunk.Keep up the good work! (ps- I have Hex's bday of May 7th),en
1:00:46 , (Member (2 months)) Yasushi, 3 Months VOD gremlin here! Love your ASMR <3,en
1:09:00 , (Member (2 months)) thatkancolleguy, perfect stream to wake up to,en
4:40 , (Member (2 months)) AshRose," Now i finally have the motivation to write that TTRPG campaign i was getting around to, thanks for the study motivation Kaichou!",en
5:41 , (Member (2 months)) Life Is Fair, Is this a study session or you tryna rizz us?,en
7:05 , (Member (2 months)) Ren🖋, Ver the rizz master has returned for his 2.0,en
7:56 , (Member (2 months)) HeroV4X, Having another rizzology class?,en
11:02 , (Member (6 months))  Hikarii, This stream is so cozy!! Ganba on studies and hopefully your throat will recover soon!! :_verComfy::_verVilLove::_verVilLove:,en
12:53 , (Member (6 months)) J J, omg recent couple of months have been sooo hectic ;-; just happy to return to my comfort stream:_verVilLove:,en
43:05 , (Member (6 months)) Mei_The_Gremlin👹🧧," :_verHeart:Yeyyyy, Ganba on Work/Study's Kaichou and Villions:_verVilLove:",en
1:04:56 , (Member (2 months)) *₱250.00* denyell, kaichouuu can't stay for stream but just wanted to stop by and thank you for the last study stream because i ended up doing ver-y well on my midterm!! yippee and ganba ,en
1:05:04 , (Member (6 months)) *THB 400.00* Hime_mo, hi kaichou.yeserday's my birthday.i want to say thnks for ur hard working.ur stream gives me so much energy to fight everthing in my life.is it possible can u do the heart and beep bear cheeck inseand of saying HBD? rwar you,en
1:06:16 , (Member (6 months)) BunnyMaiMai, Good Luck with exams and studying Kaichou! Happy Thanksgiving and we are so thankful you are here with us! Gambatte! RAWR:_verVilLove:,en
1:09:03 , (Member (6 months)) *THB 100.00* Hime_mo, thank you kaichou and villions. i already have beeeeg villions cake. villions are so delicious.:_verHeart::_verHeart: ,en
1:25:15 , (Member (6 months)) peachsova, WOW 6 MONTHS!! I hope you get well soon from the flu. Ganba Kaichou and Villions:_verHeart::_verHeadpat::_verVilLove:,en
1:26:38 , (Member (6 months)) 라온 raon., The fire is burning up because our love for kaichou is too hot hehe:_verThisIsFine::_verThisIsFine::_verVilLove:,en
1:50:35 , (Member (6 months)) Mihael K.," Hi lovely kaichou, villions, and mod-chan. Recently my cat brought back her white furred kittens. male and female. Could you help me name them? thanks",en
1:55:11 , (Member (6 months)) Veronica Vanilla, 11 months:partying_face:Hope Kaichou can get well soon!,en
2:29:28 , (Member (6 months)) LazerGamer100, 10 months already?!,en
2:32:24 , (Member (6 months)) *$10.00* Sweet_Tori, Please take a food break! We want to make sure you eat. As long as it's not us :grinning_face_with_sweat:,en
2:32:45 , (Member (6 months)) *MYR 15.00* Lynn ,3: Funds for real food! Not us! ,en
2:32:51 ," (Member (2 months)) *¥5,000* sakura♦", Please eat,en
2:33:20 , (Member (6 months)) *MX$50.00* Lia Villionclips," dinner funds, please don't eat us",en
2:36:38 , (Member (6 months)) *$10.00* Sweet_Tori," If you eat us, whose gonna provide bed/yugioh funds????",en
2:38:34 ," (Member (2 months)) *¥1,000* sakura♦", Thank you for eating take care,en
2:49:49 , *$2.00* Mika ★, ver any tips on 한글 typing practice? I type so slow,en
3:02:42 , (Member (2 months)) moon princess 🌙, Guys don’t let him seduce you with his hand magic it’s a trap- remember the air fryer incident,en
3:23:46 , (Member (1 month)) raellabella, Watching this makes me miss my typewriter keyboard so much. Maybe I should dig it out :_verNotes:,en
3:25:09 , (Member (6 months)) moony!," before i forget again- 7 months with kaichou hehe, forever happy to be here :_verVilLove:",en
3:27:04 , (Member (2 months)) melodyuchiha1992, Happy two months for me. So happy to have become a Villion.:_verVilLove::_verVilLove::_verVilLove:,en
3:29:55 , (New member) *CA$20.00* Sunset Lover, Ver is not a princess he is a QUEEN,en
3:40:39 , (Member (6 months)) *CA$10.00* Mangotarts🥭, Ben & Jerry Funds after Sickness :red_heart::red_heart:,en
3:40:57 , *$5.00* haraya," I'm typing and working here as well, Kaichou. Thanks for keeping all of us company! Hope you feel better soon! ",en
3:44:17 , (Member (6 months)) DuskFadedToDawn, after so long i can sit down and watch you again :_verVilHello::_verVilLove: ganba on your studying kaichou! youll do great~! :_verVilLove:,en
4:11:45 , (Member (6 months)) 🔗채tsaiyiyiyi일🥽, :_verVilTSKR:almost a year with kaichou:_verVilLove:,en
4:16:31 ," (Member (6 months)) *IDR 20,000.00* yohanna Audrey♦️🐯", will you ever play Japanese crane game on stream?,en
4:22:19 , (Member (6 months)) SkiyLine♦️🖋️, so tired I almost forgot about this oopsie. thanks for being here kaichou even tho you're sick and busy! May all your efforts pay off!:_verVilLove:,en
4:29:43 , (Member (6 months)) Lynn ,3: Happy 11 months! Thank you Kaichou for dealing with me & my shenanigans for so long!!:red_heart:cheers to more shenanigans :_verLaugh: I’ll never stop. RAWR you,en
4:44:32 , (Member (6 months)) Trang, Happy 6 months:_verVilLove:You have no idea how happy I am to meet and be with you in this life:_verVilHello:Rawr You Always Kaichou:_verHeart:,en
4:44:39 , (Member (2 months)) Saeripon 🦈, I was having a really bad day but the tiny vers made me really happy:_verVilLove:thanks for the cute display kaichou and good luck with tickets,en
4:49:59 , (Member (6 months)) Jai, Happy 8 months!!:_verVilLove: was supposed to meet you at AILA but had complications:_verVilSadge: but maybe next time! I’m glad to have you as my kamioshi:red_heart:,en
4:50:44 , (Member (6 months)) Meredith, Can't wait to meet you Kaichou:_verVilSadge: I must cry,en
4:58:32 , (Member (6 months)) 초승달🌙𝕔𝕣𝕖𝕤𝕔𝕖𝕟𝕥 𝕞𝕠𝕠𝕟, Thank you for always making us happy:_verVilLove:,en
4:59:25 , (Member (6 months)) *$1.99* Livinthevoid, We have time to BURN hahaha,en
5:01:27 , (Member (1 month)) miru, Thank you for the stream and congrats sold out Kaichou!,en
-1:32 , *SGD 10.00* Wei Lin QuQ, testing...MONEY! :D,en
0:25 , *$4.99* • reagan •, :purple_heart::purple_heart::purple_heart:,en
2:10 ," *¥1,000* サクれお (Sakuleo)", Congratulations monetization :party_popper::partying_face:,en
2:23 , *$4.99* Ashy, HAI BB JUST WANNA SAY ILYSM AND HERES 5 DOLLARS FOR RENT :purple_heart::purple_heart::purple_heart::purple_heart:,en
3:44 , *$1.99* Wishes, I’m watching all of you on different devices :D,en
4:39 , *$4.99* LunaNoctuArts," Good luck on Minecraft today. Also question, how can you tell a dad joke is a dad joke? When it becomes apparent ",en
5:34 , *$20.00* Edgarven18, Hope you have fun with Moincraft,en
6:02 , *$4.99* Ashy, If happiness starts with an h then y does mine start with u :thinking_face::thinking_face:,en
6:47 , *$1.99* TriPrincess, Have a good time with the collab!Have a great one!,en
6:49 , *$4.99* Blackberry44 (Berry), What did the grape say when it got stepped on? It let out a little wine. Also good luck!!,en
7:32 , *$2.00* thewildmonarch, sorry. thoughts on mayo ice cream? (no parasocial),en
8:20 , *NT$170.00* NyaMii🐈, Hello vantaaa collab have fun :purple_heart::purple_heart:,en
17:58 , *$5.00* thewildmonarch, nijisanji en has done worse things to a sheep.,en
24:09 , *₱125.00* ellie ฅ⁠^⁠•⁠ﻌ⁠•⁠^⁠ฅ," LMAO Vanta :face_with_tears_of_joy: kill 'em chickens :face_with_tears_of_joy: btw, really enjoyed your debut. it was soooo :sparkles:creative:sparkles: here's some flowers for you :bouquet::bouquet::bouquet:",en
33:04 , *$4.99* NanaSpectrum, Get yourself a man that loves the environment :ok_hand::red_heart:,en
48:36 , *$10.00* DawnCosmic, crow with the selective success rates :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,en
1:16:43 , *$2.00* SnowyTequila, You play just like I do! Glad you're having fun! :heart_suit:,en
1:37:24 , *$5.00* Kenny Nini Rep, let the intrusive thoughts win eat it :),en
1:59:16 , *$4.99* Zerafina, Congratulations on getting monetized! I hope you have a blast today! Your voice is super soothing I look forward to catching more of your streams :two_hearts:,en
2:08:27 , *MX$50.00* Dizzy, u are learning so fast:pleading_face: we are so proud of u caw caw with love:purple_heart:,en
3:12:33 , *$10.00* Edgarven18, Thank you for making this stream entertaining and having me in a better mood. Great job on learning Minecraft at a fast pace,en
3:41:59 , *MX$20.00* Dizzy," WE TOLD THE TRUTH, WE ARE VANTACREW FOREVER",en
3:46:42 , *R$5.00* N A 🛸," Obsidia is a word that actually exists in Portuguese so... he is talking about something else, in another language! :D",en
3:49:56 , *MX$50.00* Dizzy," VANTA BABY THEY NAME IT IN THAT WAY, DONT TRUST THEM",en
3:51:01 , *$1.99* Season salt, Clippers are eating in abundance :popcorn::popcorn::popcorn:,en
3:56:24 , *₱50.00* HektorsMan, CAW CAW!! :purple_heart::purple_heart::purple_heart:,en
4:01:48 , *MX$50.00* victor p, its been super nice knowing you and adding you to my oshi list! keep up the good work and that fun and cute attitude <3,en
4:29:45 , *$20.00* Darla Bubbles , Thanks for the stream. My sides hurt from laughing so much. I really love the vibe here. You're my first oshi. Good night. :purple_heart::black_heart::purple_heart::black_heart::purple_heart::black_heart:,en
4:53:11 , *$5.00* Sonny Reagan," Hi there Vanta! Sorry for being so late, but I wanted to say thank you for always making me smile during streams!",en
5:07:13 , *CA$5.00* Punter, Wasn't the first to die LETS GOOOOO #VantaCREW,en
5:08:16 , *$4.99* ashley🫶🏾, we’ll see kris again in a another life:downcast_face_with_sweat:,en
5:08:35 , *$5.00* Wish, Are you going to join the Niji EN server after this? You can find a new Kris! And build a new house! Without needing to restart when you die!,en
5:08:59 , *MX$50.00* Dizzy, at least we learn so many things *sarcastic laugh*,en
5:12:26 ," *¥1,000* まめた", THANK YOU:purple_heart::blue_heart::yellow_heart:,en
5:12:59 , *$20.00* Keres, that was such an amazing stream. you guys had me laughing so hard i was crying. the dynamic between the 3 of you is so great!,en
5:13:21 , *NT$75.00* EyWhoえふ, OTSU VANTA!!! THANK YOU!!!,en
5:14:36 ," *IDR 50,000.00* Joanna", Thank you for the stream!!,en
5:14:56 , *₱50.00* kashu, CROWTSU :purple_heart:,en
5:15:08 , *NT$150.00* Breakshot, Great steam Vanta! Better luck next time! ,en
5:15:16 , *$2.00* Shadowcat 🔅, Kris will live forever in our hearts :purple_heart::blue_heart::yellow_heart:,en
5:15:50 , *$10.00* 🃏Lathyrus🔪, vanta has established himself as the most bully-able of Krisis (⁠｡⁠･⁠ω⁠･⁠｡⁠)⁠ﾉ⁠♡ crowtsu and ty for the stream! :purple_heart:,en
5:16:02 , *₱250.00* mystic 💛, GGs crowshi! that was a good run :purple_heart::yellow_heart::blue_heart:o7,en
5:16:05 , *MX$20.00* Dizzy," it was so cute seeing u so excited, OTSU:purple_heart::blue_heart::yellow_heart:",en
5:16:13 , *¥800* KORO, thank you！,en
5:17:54 , *NT$75.00* _ster zero, It was really fun today！ thanks for the live stream:red_heart:,en
3:04 ," *IDR 50,000.00* Reichi"," QUASO POWER, Congrats on 100k Zali!!",en
5:21 , *₱125.00* Juliana Benedicto [JulesOfAJam], Ganba Zali! We'll be cheering you on! Vongrats on 100K as well! <3,en
6:00 , *€2.49* RohanLuvsBaguetteMan," Hi Zali, I can’t wait to hear u sing!",en
6:16 , *€5.00* Lulu's Flametastic, CONGRATULATIONS 100K ZALI!!! You deserved it so much! Thank you for your first week streams they were all so fun to watch! ,en
6:28 , *CA$5.00* tofutuyeti, ZALI :purple_heart: I'm so happy you like the mic and thumbnail I made you YOURE GONNA BE GREAT,en
7:37 ," *¥3,200* t___", congrats on 100K！aircon fund,en
7:51 , *NT$70.00* Linlin, Congratulations 100K:party_popper:,en
8:57 , *NT$75.00* モコ-Moko, congrats 100k:party_popper:,en
10:20 , *CHF 50.00* Mito," Let's go party night/day! Congratulations on 100k and monetization, very glad I got a day off work today to celebrate with you and the VezKits and first karaoke! Best Sunday ever, keep on striving for your goals Zali! Ganbare!:purple_heart:",en
12:41 , *NT$75.00* li, :heart_with_arrow:,en
12:56 , *¥800* Shimo39, Thank you for the karaoke stream:double_exclamation_mark:︎:sparkles:Let’s goooooo:double_exclamation_mark:︎ありがとZali:double_exclamation_mark:︎:roll_of_paper:,en
13:30 , *PLN 25.00* Kiwi♡," YOU ARE AMAZING, CONGRATS 100K :3333 WAAAAAA",en
14:03 , *¥800* Runya, I am so happy to hear you sing so many of your songs…!! I love you the best in the world~♡,en
18:32 , *MYR 20.00* Allison," Thanks for the Karaoke stream, your voice is so amazing!!:smiling_face_with_hearts:Congrats on 100K!!!:grinning_squinting_face::raised_fist::raised_fist::two_hearts:",en
20:40 , *$5.00* Feline Fortuna, Congrats on 100K Zali!:purple_heart::blue_heart::purple_heart::blue_heart:,en
24:36 ," *¥1,600* OnePunchEgg"," I need a potion to keep me calm because your beautiful voice dazzles me. I'll always support you, my incredible medic hero!",en
25:16 ," *¥1,600* なぽるた", Congratulations 100k:clapping_hands:KARAOKE TSKR…！Thank you:sparkles: I LOVE YOUR VOICE！Zali だいすきだよ〜！！,en
25:35 , *NT$100.00* Phila【飛飛】, 100K Félicitations! You are amazing and make me indulging French again. J'espère que tout va bien pour toi!:smiling_face_with_hearts:,en
29:05 , *$4.99* toastbread, ZALI THAT WAS SO GOOD???? UR SO TALENTED,en
30:29 , *€2.49* RohanLuvsBaguetteMan, So charming!,en
34:55 , *¥320* ぐみぃ, うたうこえがだいすき:loudly_crying_face::loudly_crying_face::purple_heart::purple_heart:,en
34:55 , *THB 200.00* Pammy Pam, Congrats for 100k subscribers!!:confetti_ball::confetti_ball: your singing talent is amazing. What a beautiful voice. Gampare Zali.,en
46:46 , *NT$150.00* JenKioru, You did great!:baguette_bread::baguette_bread:,en
47:40 , *THB 100.00* NANAYU, congrats on 100k sheeeesh you did great zali love your voice sm :baguette_bread::purple_heart::baguette_bread::blue_heart:,en
48:48 , *HK$15.00* Kaiby, love ur accent so much!!,en
49:44 ," *¥10,000* Yukimi ゆきみ", Congrats on 100k and monetization!! Thank you for the always fun stream:smiling_face_with_smiling_eyes:NIJI EN カラオケ本当にうれしいありがとうございます！！！ I love your amazing singing voice!!,en
55:31 ," *¥2,434* Upei-うぺぃ-", カラオケ配信ありがとう!! Zaliの歌うすがた いつも以上(いじょう)に かっこよかった:smiling_face:And congrats 100k!! I’m thankful because you always make me happy. I love you Zali!! だいすきだ~!! TEN TEN!!,en
55:40 , *CHF 5.00* Mito, Happiest day of my life for real :loudly_crying_face::purple_heart:,en
57:17 ," *¥1,000* Ayu", THANK YOU:purple_heart::blue_heart:CUTEEEEEEEEE:purple_heart::blue_heart::purple_heart:,en
1:01:34 , *THB 179.00* yuuhooo, Mr. Vezalius that was très bien:sparkles:🪩 How do you feel being the cause of death to thousands of vezkits because of your angelic voice :loudly_crying_face::blue_heart::purple_heart:,en
