-0:10 | Nana☆: IKZ
27:58 | Anonymous Dream: HAHA LMAOOO
27:58 | Sullivan: lmao sksksk
27:58 | tomi🧻: LMAOO
27:58 | kxeiraluvs: OML
27:59 | Wei Lin QuQ: LMAO
27:59 | ハルコ: LMAO
27:59 | JinwooClips: lmaooooooo
27:59 | Emma: lmao
27:59 | しろはなだ: LMAO
27:59 | koyo: WOOOOOOOOOOOO
27:59 | sarah: LMAOOOO
27:59 | Glory☆: LETS GOOOO
27:59 | rayosmemokamikaze: SO GOOD
28:00 | kalixx: lmaoo
28:00 | Lilly Hong: Lmao 
28:00 | nyazer🔮: TSKR
28:00 | Melody: Lmaooo
28:00 | eden: LMAOO
28:00 | Ame: lol
28:00 | loadyn: LMAOOOO
28:00 | noina: lmaoooo lets gooo 
28:00 | Celine: WoOOOO
28:01 | murr: LMAOOO
28:01 | yuuhoooo: Lmaooooo
28:01 | sand: LMAOOO
28:01 | InterLin: LMAO
28:01 | Emma_Kagamine: LMAOOO
28:01 | Norah[ノラ]: lol
28:01 | Acil Eysil: lmaooo
28:02 | Waffle: LMAOOOOOOOO
28:02 | RamReeseKielÉtoilePierreKit: the vox voice lmao
28:02 | Gaia Amethyst: :woman_dancing::man_dancing::woman_dancing::man_dancing:
28:02 | GRAY ’h: LAMOOOOO
28:02 | Koo Kein: THE CLEAR THROAT HAHAHA
28:02 | Riri: TSKR
28:02 | Janelle Evangelista: LMAOO
28:02 | Piya: LMAOOOOOO
28:02 | MyBiAss: :yougotthis::yougotthis::yougotthis::yougotthis:
28:03 | tanachan_たなちゃん: LOL
28:03 | Zerryyy: LMAOOOOO
28:03 | Lizzie: HAHAHAHAHA
28:03 | Sinann ☽☾: PLEASE
28:03 | nina aaa: lol
28:03 | Fa_hatia: LMAO
28:04 | yuli: Woooo
28:04 | wisteria: LMFAOOOOO
28:04 | unnamed: Zali akuma :fire::fire:
28:04 | 阿燁: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:04 | N: TSKR
28:04 | Sika 鹿(しか): Tskrr
28:04 | Fayeth🍂🎡: luca voice lfggg
28:05 | Xu_Mian: lmaooo
28:05 | Roku 禄: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:05 | verlaine: LMAO
28:05 | Nielle Ong: HAHAHAHAHA
28:05 | 照Zhao: TSKR
28:05 | Peter Kester: LMAO ZALI HAHAHAHAHA
28:06 | North Polaris: EEEEYYYYY
28:06 | mian: Deep voice tskr 
28:06 | Nicholas Dropscythe: LMAOAOOAAO
28:06 | 🍀 A L I S A 🍀: LMAOOO
28:06 | eden: THAT WAS FUNNY
28:06 | Miryeoon: TSKR
28:07 | Xiaoyun👟☯️: OMGwww
28:07 | ジーナ: :purple_heart::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::blue_heart:
28:07 | かなみ 學不會日文T^T: LMAOOO
28:07 | Neko Maru: LMAOOOOOOOO
28:07 | Nur Iman Aleesa: lmao
28:08 | Camily☆ カミリ: TSKRRRR
28:08 | YURA🐰: HAHAHA
28:08 | Sofi 🥀: AYOOOO
28:08 | xXSunnybooXx: LMAOOOOO
28:08 | 0Kojichan: :fire::fire::fire::fire::fire:
28:08 | Allen: LAMOOOO
28:08 | Esther Is Here: Lmaoooo
28:08 | Sugar030: :baguette_bread::baguette_bread:
28:08 | Amber Shu: lmaooooooo
28:08 | Arisu: :elbowcough::elbowcough::elbowcough:
28:08 | 小蘭子 Lan Lan: :baguette_bread::baguette_bread::baguette_bread:
28:08 | nomi: Lmaoo
28:08 | Jasmine Farley: LMAO ZALI
28:08 | daddybutnotyourdaddy: GOGO ZALIII
28:08 | yume: AYOOOOOOO
28:09 | Acil Eysil: woooo
28:09 | Ladzy Drawss: TSKRRR
28:09 | soonidonidori: :baguette_bread::baguette_bread::baguette_bread:
28:09 | NadKari: YEAAHHHHH
28:09 | noah ★: LMAOOO????
28:09 | Lil Zaa: LMAOOOO
28:09 | Cyute King殊那律恩: :flushed_face::flushed_face::flushed_face:
28:09 | A Lag: Lmao
28:09 | EyWhoえふ: LMAOOOOOOO 
28:10 | shuan_ v•u•v🍀: the world is full of hope
28:10 | Zoey: HUIYOH!!
28:10 | 藍筱緁: LMAOOOOOOO
28:11 | chaya levi: The Vox impressionnnnn
28:11 | SunKat: LOL
28:11 | agnes lim🦊: lmaoooooo
28:11 | Maximum: lmao
28:11 | Lilith: LMAOOOOO
28:11 | ruri: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:11 | _Zakse._: :rolling_on_the_floor_laughing::loudly_crying_face::rolling_on_the_floor_laughing:
28:11 | ダークナイター // Darknighter : WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
28:11 | Erika Maria: LET S GO
28:11 | iimma: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:11 | 慧歆Comet: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:11 | Wolf Star: LMAOO
28:11 | kyuaaa: TSKRRRR
28:12 | Keii: TSKR TSKRRR
28:12 | EL: LMAOOOO
28:12 | astraea !!: TSKR
28:12 | JE: LMAO
28:12 | bababa_Alice: dare ka? ?
28:12 | EsJay: TSKR
28:12 | Shinchan: LMAOOOO
28:12 | Leilei: :baguette_bread::woman_dancing::baguette_bread::woman_dancing::baguette_bread::woman_dancing::baguette_bread:
28:12 | MEILXN: tskrrrrrrrrrr
28:12 | Kiro: VOX THAT U?
28:12 | WELOVEMOUSSE: TSKR
28:12 | Allison: LMAOOOOO
28:12 | Astraea: OH MY-
28:12 | BIBIBoBo: :baguette_bread::baguette_bread::baguette_bread:
28:12 | • Cørrūpt •: lmaooo
28:13 | chels: TSKR
28:13 | 홍시 HongSi: :elbowcough::elbowcough::elbowcough:
28:13 | Alvin Ray Winston: :elbowcough::elbowcough::elbowcough:
28:13 | Thefangirl2002: LMAOOOO
28:13 | GI-NA🧻: HELLLO THE DEEP VOICE YALL?
28:13 | Ultimate Wizard: LMAO
28:13 | ~Cassie chan🌀: :virtualhug::virtualhug::virtualhug:
28:14 | aki: HAHAHAHAHA
28:14 | eden: :cat-orange-whistling::cat-orange-whistling::cat-orange-whistling:
28:14 | SPIRIT_Zendru: LMAO
28:14 | Bullet: ILYYYYYYY
28:14 | Lemonade🍋: Awwwwww Tskr
28:15 | NicoNiconii ニコ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:15 | Hatsu: ALLEZ ZALI!!!!!
28:15 | harasan: LMAO
28:15 | pengi: :elbowcough::elbowcough::elbowcough:
28:15 | 花トラ🐾-Hanatora-: :baguette_bread::baguette_bread::baguette_bread:
28:15 | 🌌Aster🌌: :blue_heart::purple_heart::blue_heart::purple_heart:
28:16 | Moyashi: :elbowcough::elbowcough::elbowcough:
28:16 | -Michiru-ikeban: TSKR TSKR
28:16 | noodlehead27: LMAO
28:16 | Zenthia T: Woo!!
28:16 | shuuya: SO CUTEEEE :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:17 | littleashcloud: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:17 | Luna:3: LMAOLMAOLMAO
28:17 | HektorsMan: :baguette_bread::baguette_bread::baguette_bread:
28:17 | Kittykat2877: :clapping_hands: :clapping_hands: :clapping_hands: :clapping_hands: :clapping_hands:
28:17 | hachi hachi: :loudly_crying_face::loudly_crying_face::loudly_crying_face:
28:17 | Yoon: :baguette_bread::baguette_bread::baguette_bread:
28:17 | Lil eevee123: TSKR Zali
28:17 | 夏五郎[Natsugoro]: LMAO
28:18 | Esther Is Here: TSKR
28:18 | MEILXN: GANBA ZALI
28:18 | //Love🦋AKI: IKZZZZ
28:18 | agnes lim🦊: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:18 | Amelia 909: TSKR
28:18 | Purple_FrogZ: WOOOOO
28:18 | i'm feeling low, in my soul: WOOOOO
28:18 | murr: SO CUTEEE
28:18 | ej: LMAOO
28:19 | Lucifer C.: LMAO
28:19 | kazuriae: THE HIGH NOTEEE
28:19 | Gl1tch: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:19 | zenstta: PARTY TIMEEEEEEEE
28:19 | yuwa: lmaooooo
28:19 | 가주 Gaju: :elbowcough::elbowcough::elbowcough:
28:19 | しろはなだ: :baguette_bread::baguette_bread::baguette_bread:
28:20 | Yiho Alcor: WHOOOOOOOOOOOOOOOOOOOOOO
28:20 | Biidaoo: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
28:20 | Akiii: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:20 | Wakashii: AHAHHAHAH
28:20 | mintmiilk: :clapping_hands::clapping_hands::clapping_hands:
28:20 | 🌌Aster🌌: :blue_heart::purple_heart::blue_heart::purple_heart:
28:20 | Avileshka (アビー): GANBAAA
28:20 | Original Noov: WOOOO LET’S GO ZALIII
28:20 | Pudding Hsu: LMAO
28:20 | Yuki_雪儿: Cuteeeeee
28:20 | Snowy: lmao
28:20 | MEILXN: WOOOOOOOOOOOOOOOOOOOOO
28:20 | Xiaoyun👟☯️: TSKR
28:20 | p87: POGGGG
28:20 | Goth Parappa: SLAYYYYYYY
28:20 | KIERAN☆: TSKR 
28:20 | charlie: YAAAAY :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:20 | VEN ☆: POGG
28:20 | LLZ: :baguette_bread::baguette_bread::baguette_bread:
28:21 | eli: TSKR
28:21 | Tori: WOOOOO
28:21 | sunray'd: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:21 | Tsukumi: TSKR! xD
28:21 | Lizzy Young: THE VOX VOICE I CANT
28:21 | RA RA: :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
28:21 | Zmiria Zakute: PARTY TIMEE!!!
28:21 | ceri: TSKR
28:21 | あまみ /Amami: yayyy
28:21 | katie: LMAOOOOOOOO
28:21 | neizilen: stuck in the abyss
28:21 | CHUUUUUU_: yeahhhhhhhhhhhhhhhhhhhh
28:21 | きちこ: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:21 | Julie 🦊: TSKRRRRR
28:21 | Lydia Peng: SO GOOD!!!!!
28:21 | chels: YAHOOOO
28:22 | Kei: AYOOOO
28:22 | 水夏 Suika: :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
28:22 | i'm feeling low, in my soul: :clapping_hands::clapping_hands::clapping_hands:
28:22 | p87: POG
28:22 | Lunie: :elbowcough::elbowcough::elbowcough:
28:22 | Vivy Ann: Woooooo
28:22 | estella L: WOOOOOOO
28:22 | littleashcloud: WOOOOO
28:22 | Purple_FrogZ: :washhands::washhands::washhands::washhands::washhands::washhands:
28:22 | Ishen: TSKRRR
28:22 | SPIRIT_Zendru: TSKR
28:22 | 渋い。♡: VOX IMPRESSION SO REAL
28:22 | Eni: DEPP VOICE TSKR
28:22 | Mind °•♡: SO CUTE!!1
28:22 | Arisu: :elbowcough::elbowcough::elbowcough:
28:22 | Zimt: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:23 | Roku 禄: Wooooo!
28:23 | I S: fooooooooooooo
28:23 | Ximena López: YESSSSSS
28:23 | North Polaris: TSKR
28:23 | paula: TSKR LMAO
28:23 | Noratori: THAT WAS SOOOOO GOOOD!!!
28:23 | Riri: TSKR
28:23 | 0Kojichan: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:23 | đan lêlinh: :elbowcough::elbowcough::elbowcough:
28:23 | Van : THAT WAS FUN HAHA
28:23 | AYASHI: :washhands::washhands::washhands::washhands:
28:23 | はち: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:23 | agnes lim🦊: TSKRRRRRRR
28:23 | Esther Kwong: Woooooooo
28:23 | Shinchan: TSKR GREAT JOB ZALIIII
28:23 | Mal: deep voice tskr 
28:23 | hato: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:23 | A Lag: :elbowcough::virtualhug::elbowcough::virtualhug::elbowcough:
28:23 | Janaki Rajbanshi: :yougotthis::yougotthis::yougotthis:
28:23 | Akatsuki: YEAAAAAAAAAAA
28:23 | Amel_art_dream: Yoooooo
28:23 | KODZ: TSKR
28:23 | Selene: :clapping_hands::clapping_hands::clapping_hands:
28:23 | AJ Feli: LMAOOOOOOOOOOO
28:23 | シズ☆Jean: woooooooo
28:24 | ぺこたん-Peco: Luxiemの曲ありがとう！！！
28:24 | Silent_Cy: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:24 | chizboss: IKZZZZ
28:24 | Ketop Rak: THATS SO GREAT
28:24 | DAYOON: :clapping_hands::clapping_hands::clapping_hands:
28:24 | Just a Wandering_soul: cute
28:24 | miou: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:24 | ダークナイター // Darknighter : :purple_heart::baguette_bread::blue_heart::baguette_bread::purple_heart::baguette_bread::blue_heart::baguette_bread::purple_heart::baguette_bread::blue_heart::baguette_bread::purple_heart:
28:24 | *̣̩ಇ NiCO ಇ*̣̩: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:24 | Nagisa: :clapping_hands::clapping_hands::clapping_hands:
28:24 | Angela: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:24 | Kasumiかすみ: :elbowcough::elbowcough::elbowcough:
28:24 | Mari: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:24 | aki: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:24 | 茉莉: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:24 | DUW: YEAHHHHHH ZALI
28:24 | KYAO: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:25 | yiyi: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:25 | Eirlys(⁠ ⁠՞⁠ਊ⁠ ⁠՞ )🥭: WOOOOOOOOO NICE:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:25 | barofsoap: :clapping_hands:
28:25 | shyflouf: WOOOOOOOO :baguette_bread::baguette_bread::baguette_bread:
28:25 | ghostaje: ur my hope in the dark vazalius <3
28:25 | preame: wooooooo
28:25 | maya 💛: WOOOOOOOO
28:25 | 05江瑋婷: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:25 | 小草莓牛奶糖: LMAO
28:25 | ゆる: POG!!!!
28:25 | 홍시 HongSi: :washhands::washhands::washhands::washhands:
28:25 | yuli: :clapping_hands::clapping_hands::clapping_hands:
28:26 | 🍪cookie: yaaaaaaa
28:26 | Aireenn putri: so cutee
28:26 | Lili: ILY ZALI LMAO
28:26 | くーまー[ku-ma-]: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:26 | keru: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:26 | Ms. Erie : WWOOOOOHHHHHHH
28:26 | Kawana Mochi: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:26 | tokkie🎈: YOU DID GREAT 
28:26 | Celeste MPG: deep voice tskr
28:26 | Umin: lmaooo
28:26 | 真雪ꘜ: TSKR
28:26 | AYASHI: :washhands::washhands::washhands::washhands::washhands::washhands:
28:27 | あちゃ: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:27 | char: WOOOO
28:27 | guertena: :clapping_hands::clapping_hands:
28:27 | Remi: WOOOOOO
28:27 | あゆちゃん: :clapping_hands::clapping_hands::clapping_hands:
28:27 | Gaby: TSKRRRRR
28:27 | Sophie Kreideprinzessin: lmao the voice
28:27 | StrayCatsuu: WOOOO :clapping_hands::clapping_hands::clapping_hands:
28:27 | pengi: so cute
28:27 | t___: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:27 | 千鹿👹Ruby: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:27 | YURA🐰: YAY
28:28 | Lil Zaa: JAZZ IN CLOCK
28:28 | koyo: YAAAAAY
28:28 | Lesley: :clapping_hands::clapping_hands::clapping_hands:
28:28 | Sukaretto - I BAA in Peace: POOOOOG!
28:28 | LLZ: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:28 | lee kuri: THAT WAS SO GOOD !!!
28:28 | yux in: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:28 | VezkiD🧻🌨️: RIZZ ZALI
28:28 | LaraMae: ZALI SLAY 
28:29 | LuxTheCrow: WOOOOO
28:29 | Julie 🦊: LMMAOOO :baguette_bread::baguette_bread:
28:29 | Sir Fruity: :clapping_hands:
28:29 | Rosemi's bottom teeth: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:29 | YF: amazingg:clapping_hands::clapping_hands::clapping_hands:
28:29 | Jie 桔🍊: :washhands::washhands::washhands:
28:29 | Sika 鹿(しか): Woooooooo NICEEEEEEEE
28:29 | Chypcha: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:29 | Ello: WOOOOOOO
28:29 | TheIdioticMushroom: :clapping_hands::clapping_hands::clapping_hands:
28:30 | Orbital: zali such power you hold!
28:30 | hachi hachi: TASUKARUUUUUUUUUU ZALI
28:30 | Ichilian: TSKRRR :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:30 | Zenthia T: Yessss!!!
28:30 | ぺこたん-Peco: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:30 | Dis is my name: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:30 | Yemi 燁彌: yeaaaaa:clapping_hands::clapping_hands::clapping_hands:
28:30 | Lavth: perfect
28:30 | vaish: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:30 | Astraea: SLAYED
28:31 | Spice: AAAA you're too cute, zali!!
28:31 | Snow: I LOVED THAT.
28:31 | 星降る夜: LETS GO ZALI :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:31 | soo: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:31 | JE: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:31 | Cherivie: SO CUTE
28:31 | Mari: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:31 | Zmiria Zakute: NICEE
28:31 | chunhee춘희: WOOOOO
28:31 | iluna's banker: YOU KEPT IT REAL:double_exclamation_mark:
28:31 | SPIRIT_Zendru: TSKR ZALI. :weary_face:
28:31 | pop: GOOD JOBBB
28:32 | Lila Akatsuki: LET'S GOOOOOOO POOOG :clapping_hands::clapping_hands::clapping_hands:
28:32 | lee kuri: laugh tskr
28:32 | zivanka zorine: WOOOOOOOO
28:32 | Nyxus: CUTE TSKR
28:32 | Yam -ヤム: woah 
28:32 | ninggg: Lmaoooo
28:32 | Yajle Gaite (nomogi) 🖋️: TSKR 
28:32 | Clementine: Das crazy 
28:33 | Luchia: LETS GO WOOO
28:33 | Pudding Hsu: TSKR
28:33 | random hooman: THAT WAS AMAZING
28:33 | ahbee_z: :purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:
28:33 | ジーナ: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:33 | LLZ: lmao
28:33 | oofed🤡🤡: :washhands::washhands::washhands::washhands::washhands::washhands:
28:34 | tokkie🎈: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:34 | ひとみHitomi: WOOO U DID GREAT
28:34 | NotoriousBSG82: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:34 | Dress_a: lMAOIOOIOOO TSKR
28:34 | Koun Vapor: tskr
28:34 | Delya Sous: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:34 | sarah: LMAOOO
28:34 | Megan Tran: YEAHHH
28:34 | vuslat ünver: LMAO
28:34 | preame: :elbowcough::elbowcough::elbowcough:
28:34 | ran 🖋️: GANBAAAAA ZALIIIII
28:34 | Lavenderxray_monarchfilms: TwT he tried okay Vox us hard
28:35 | XI: honestly i feel like hope in the dark should be named partytime
28:35 | rayosmemokamikaze: I LOVE IT SO MUCH HAHAHAHA
28:35 | vezalius's corset: THAT WAS AMAZING
28:35 | YourLocalAkko: :clapping_hands::clapping_hands:
28:35 | North Polaris: YOU NAILED ITTTT
28:35 | NightOwol: tskrrrrrrr
28:35 | {•Mexydx •}: YEAH !!!!
28:36 | 小草莓牛奶糖: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
28:36 | pengi: nice
28:36 | miles: WOOOOOO
28:37 | 許蓁芩: :baguette_bread::baguette_bread::baguette_bread:
28:37 | あーにゃ-Anya-: TSKR:clapping_hands::clapping_hands::clapping_hands:
28:37 | Lia: AMAZING LMAO
28:37 | sweetaeste: GOOD LMAOOO
28:37 | K1RARIN キラリン: ZOX BAKUMA
28:37 | BricXs: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:37 | Crystal R: FUN! FUN! FUN!
28:37 | Alex 💟💜: AH MA ZING :baguette_bread::baguette_bread::baguette_bread:
28:37 | Dann: POG LMAO
28:38 | KuniraKS: 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻
28:38 | Pearl O: :elbowcough::baguette_bread::elbowcough::baguette_bread::elbowcough::baguette_bread::elbowcough:
28:38 | 慧歆Comet: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:38 | Kira: PERFECT
28:38 | Kurocorn: :clapping_hands::clapping_hands::clapping_hands:
28:38 | Maya: LOVED IT LMAO
28:38 | Ketop Rak: LMAO NAILED IT!!!!
28:38 | GnomeEngi: TSKR
28:38 | HIERA: you're so good!!
28:38 | 堇Sumire: LMAO
28:38 | millie (Mystakes forever🦊🧡): WHYYYY LMAOOOOO
28:38 | yejin🧧🧻: gooooood
28:38 | 謎魚頭: さいこーーー！！！！！
28:38 | なえ: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:38 | 秘色_hisoku: 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻
28:38 | Be over The moon: so gooddddd
28:39 | Dawnie: SO GOOD
28:39 | reiichi: The vox voice was so good
28:39 | Kei: it was good
28:39 | Zmiria Zakute: ITS AMAZING
28:39 | yzabel ♡: AMAZING
28:39 | Ladzy Drawss: TSKR TSKR TSKR
28:39 | luxie: 10/10 POG
28:39 | Pudding Hsu: :washhands::washhands::washhands::washhands:
28:39 | Emily: LOVE IT
28:39 | Luna:3: how about JAZZ ON THE CLOCK?:virtualhug:
28:39 | Upei-うぺぃ-: さいこう!!
28:39 | Solange Lavit: Vox impression on point!!
28:39 | Scawanara: :thanksdoc::thanksdoc::thanksdoc::thanksdoc::thanksdoc:
28:39 | Xīngyún: THE SHU AND LUCA PARTS WERE SO GOOD
28:39 | Mino 🌺: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:39 | Benilde: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:39 | Marshall: I WAS SHOCKED
28:40 | ahbee_z: WE LOVED IT
28:40 | Oriaj Syno: SPOT ON
28:40 | agnes lim🦊: Bravo :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:40 | Daisy_Days: :fire::fire::fire::fire::fire::fire:
28:40 | まなMana: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:40 | なおえ。: tskr
28:41 | Enki: good
28:41 | Lucie - Anna: TSKR
28:41 | Imuj: TSKR DEEP VOICE
28:41 | arteisart: SPOT ON
28:41 | yoisvrs: YOUR VOX IMPRESSION POGGG
28:41 | Reyna 💉🧻: POGGG
28:41 | hinorinnn: perfect lol
28:42 | wennn yii: It's so good HAHAHAH
28:42 | くも_kumo: LMAOOOOOO
28:42 | ふゆ: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:42 | Shirley: lol that's cute
28:42 | Eirlys(⁠ ⁠՞⁠ਊ⁠ ⁠՞ )🥭: So cute
28:42 | melody: :clapping_hands::clapping_hands::clapping_hands:
28:42 | mirmir: THE WORLD IS FULL OF HOPE :folded_hands::place_of_worship:
28:42 | Jiamin: :clapping_hands::clapping_hands::clapping_hands:
28:42 | Lunar Lace: Soooo cute
28:42 | eden: :thumbs_up::thumbs_up::thumbs_up:
28:43 | Sylvena💕: It was so cute!!!
28:43 | Kira: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
28:43 | Goth Parappa: YOU ARE SO SLAY
28:43 | faya: TSKR
28:43 | Raee: TSKRRR
28:43 | Yicong Xu: POG
28:43 | Suma: That was beautiful XD
28:44 | OatZey: :clapping_hands::clapping_hands::clapping_hands::clapping_hands: loved it
28:44 | Duckii: YAYYYY
28:44 | eden: LMAOO AMAING
28:44 | Nina: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:44 | Ryuu ^--^: Please your own song!!
28:44 | 粒雅雅鴨鴨鴨雅雅鴨: Vox 2sd
28:44 | veeyuh: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:44 | shuixuan水宣: :washhands::washhands::washhands::washhands:
28:44 | Thefangirl2002: 10/10
28:44 | aeri: SLAAAAAY QUEEEEN!!!!
28:45 | ぐみぃ: SLAY
28:45 | Idysela The Healer: The Vox impression was wonderful lmao!
28:45 | 水夏 Suika: :thumbs_up::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
28:45 | 謝姿jiji :0: lmao
28:45 | 𓆩𝐑𝐈𝐕𝐊𝐀⚜️𝐂𝐑𝐎♛𝐍𓆪: GOOD LMAOO
28:45 | milan ☾: that’s soooo good !!!
28:46 | モコ-Moko: 10/10
28:46 | ren nisshoku: :hundred_points::hundred_points::hundred_points:
28:46 | Ezlo The Wizard: 10/10 thought it was him
28:46 | mituse: :clapping_hands::clapping_hands::clapping_hands:
28:46 | 👹NOKO HANNYA👹: That's so good zali. You did great:rolling_on_the_floor_laughing:
28:47 | eden: AMAZINGG
28:47 | huuuma😈: :clapping_hands::clapping_hands::clapping_hands:
28:47 | Lizzy Young: JAZZ ON THE CLOCK????
28:47 | ☾ 𝓒𝓾𝓽𝓲𝓮 𝓟𝓲𝓮 𝓭𝓸𝓮𝔃 𝓖𝓐𝓒𝓗𝓐 ☽: it was good :D
28:47 | Nijissimp_Tina: 👏🏾👏🏾👏🏾👏🏾
28:47 | shiba inu: lol
28:47 | LLZ: :clapping_hands::clapping_hands::clapping_hands:
28:48 | noodlehead27: :clapping_hands::clapping_hands::clapping_hands:
28:48 | PIRVOXIN: DEEP VOICE TSKR
28:48 | Ale.R: TSKR
28:48 | t___: PERFECT
28:48 | JE: SO GOOD
28:48 | マカロニグラタン: very cool!!!!!
28:48 |  your hope🥭🍌: ZALI AKUMA
