-0:32 | こなぐすり: やしきずの悲鳴が聴こえる……(幻聴)
55:32 | てん: 油…
55:33 | godflower: あとはウイスキーでｗａｗａｗａ完成だな
55:33 | 氷ノ山えな: こわいって
55:33 | 黒井白虎(Kuroi Byakko): おお
55:33 | k I: オリーブオイルでもいいから持ってこい
55:33 | さなま: よかった
55:35 | 湯葉醤油: 油！
55:35 | 瀬戸内海: 偉い
55:35 | Kom Yam: こんだけの白菜だとかなり水分出るｗ　油バッチバチかもしれん
55:35 | 津軽神居: 油えらい
55:36 | サヱキ: 油いらんかったかもな
55:36 | すまとら: 油で褒められるのマジで草
55:36 | 混茶: アルカラさんより綺麗な畳
55:37 | midori【翠玉緑】: 椎茸のイシヅキとったっけ・・
55:37 | なななす: 何油が出てくるかな
55:37 | クロノア: おいしーかもーー！
55:37 | ひろがーる: 指がなくなるかもー
55:37 | 箱ボーイ: 右のタレなんとかしろ
55:38 | ゆるぞう: 2代目アル中カラカラ
55:38 | 田中雪: アルカラは幼女
55:38 | こらふ: 2万人見てて草
55:38 | のあ: 思い出した！！
55:39 | Ko Ko: 油思い出した
55:39 | きょうぼう: あの人料理できるけど
55:39 | るい: 油なしでどうするつもりだったんだ
55:40 | イデックス’: 思い…出したっ…！
55:41 | Jippa: 油の量大丈夫か？
55:41 | _ 𝐌𝐢𝐡𝐨: 生肉じゃなければもういい
55:42 | ミュルミ丼: 下手な曲芸よりスリルがあるんだよね
55:43 | 結城: 鳥じゃね・・・
55:44 | タラコ: 令和のある中カラカラ
55:44 | スゥスゥ: 繊維潰すから
55:44 | はりえもん: 油はあるんか
55:45 | Dainy Dainy: ただの油じゃねえぞ
55:45 | ポムポムペイン: そのまま油をぶっかける未来が見える…
55:46 | クロノア: あの人生きてるのか？
55:47 | あーかるむ: わかる
55:47 | inazyo: もう水炊きでいいよw
55:47 | Ruki_(ルキ): おお
55:47 | あくす: そうですねぇ
55:48 | Yuu: もう忘れたんかいなw
55:48 | ネコ: 一緒にまな板もってこい！！！
55:49 | AL EX: 海藻見えてるの面白い
55:49 | こい: 油がないとね
55:49 | ポプテ: 計量カップで七味と味ポンまじぇまじぇしなきゃ
55:49 | 太郎越谷: これ何作ってんの？
55:49 | (New member) 竈門しまじろう: 中華は油の料理だからね
55:49 | なんや面白そうなんやってるやんけ: 運営いつでもうごけるように準備しとけよ
55:50 | アーク: まあね
55:51 | (Member (6 months)) kitsune きつねまいにち: 油思い出して良かった〜
55:53 | のんだくれ: 鍋のサビ大丈夫かな
55:53 | クロノア: お
55:53 | k@moku: そうね
55:53 | アア: 中華は油よな
55:53 | りむる: いっそ一回くらい腹壊した方がいいまである
55:54 | 真っ赤梨: ローストビーフから油でないしねえ
55:54 | BAKヤン: 鳥皮ならともかくね
55:54 | ぽたもも: 油と火力や
55:54 | がっちゃ: 中華料理といえば油
55:55 | k I: 中華はまあね
55:55 | Yuu: 油
55:56 | ナンバー: 油は正義
55:56 | (New member) ラビちゃん: そのまま行くぞ
55:56 | 朝霧夕雪: たしかに
55:57 | ナスビー23: 切るというより　もいでるなぁ
55:57 | つべこべ: ところでIHで火力足りる？
55:58 | ばーまん: え
55:58 | あおりんご: できた？
55:58 | 折り畳み傘: 鶏ももならワンチャン油出るけど…
55:58 | (Member (2 months)) 飯寿司: サラダ油いっぱいあるぜ
55:59 | 坂田俊朗: 油のうまさね
55:59 | 花: 台湾のチャーハン油絞れるらしい
55:59 | ROM野郎: 中華は油よー
56:00 | 残念寝太郎: 中華は火と油が命
56:00 | まぐ: えっ
56:01 | サヱキ: もう中華はあきらめろん
56:01 | JUNICHI DISCO: 中華は油よな
56:01 | ぱちこ: ど、どっちも？
56:01 | そら: ？
56:01 | 靭屋[うつぼや]悗本: 油の量大丈夫かな？水出て爆発しないだろうな？
56:01 | k I: どっちも？
56:01 | 秋人: 油よね
56:01 | (Member (6 months)) 人野: まずい
56:01 | めーちゃん: 油の分量注意だね
56:02 | zakky: え
56:02 | 只の杖: ？
56:02 | Cult ea: 水炊きにしてポン酢で食べよう
56:02 | 猫の足: え？
56:03 | 熊工廠: ただの油じゃねえぞ
56:03 | その辺のしゃちく: ？？？？？
56:03 | ハツハツ: 油ねえわこれ
56:03 | あかいの: どっちも…？
56:03 | tadano: うおおお
56:03 | 真っ赤梨: え？？？
56:04 | 実在性: どっちも？
56:04 | BAKヤン: どっちも？
56:04 | Skmdy【ソコマデヨ】: どっち…？
56:04 | H.H.: 細菌に感染しなければもうそれでいい
56:04 | 鯖の塩焼き: どっちも…？
56:04 | 瀬戸内海: 頼む無事に帰してくれやしきず
56:05 | karasu858: 不安・・・
56:05 | (Member (2 months)) Mani Puleta: 草
56:05 | アサイン: どっちも？
56:05 | ぞうりえ: まずい
56:06 | barance: どっちも…？
56:06 | おにぎり: まずい
56:06 | おきな: どっちも？
56:06 | (New member) ふちありおかめ: え？
56:06 | Niko-14: え？
56:06 | 【】セカンド【】: なんて？w
56:06 | 鳶坂: 中華鍋に油めっちゃ入れるのが中華だしね
56:06 | 才華: え
56:06 | 蒟蒻: まずい……
56:06 | ひろがーる: まずい
56:07 | かぷかぷ: ない？
56:07 | こなぐすり: ん？？
56:07 | じゅに: どっちも・・？
56:07 | KOOMAコーマ: ん？
56:07 | ライア: まずい
56:07 | (New member) 一点 さん: ご機嫌だ
56:07 | アーク: どっちも？
56:08 | babicas: めっちゃ入れそう
56:08 | 猫B: 油は思うてる倍入れたら美味い
56:08 | ba mi: おい
56:08 | ラピス: え？
56:08 | a m: んん？
56:08 | あーく【スキマ時間に遊戯王大会環境】: どっちも？
56:09 | ぬめ: どっちも？
56:09 | たぬきそば: どっちも…？
56:09 | (New member) 竈門しまじろう: ブレンド油
56:10 | リプリー: アル中は食えればなんでも精神が有る料理上手い人だからなぁ
56:10 | 青馬: まずい…
56:10 | なつのみかん: wawawaは料理はできるぞ
56:10 | もみちゃん: なんで？
56:10 | (Member (2 months)) 犬笛にむせび泣く男スナハラーマッ: どっちもって？
56:10 | 冊芋: まずいか？
56:10 | yozora: どっちも･･･？
56:10 | ﾓﾆｮﾓﾆｮのウツボ: 偉い！！！！
56:11 | インヘリットグレース: どっちかであってほしかった。。。
56:11 | デカメロン: RIP
56:11 | 髭モジャ: あったか
56:12 | かまくま: 中華なら野菜は油通ししないと
56:12 | りあ: あったのかな
56:13 | 珈琲戦士: 危ないわ
56:13 | そのへんの草: 調味料こわ
56:13 | 露音焚羽: なんて？
56:13 | Aki Fer Teraria: ?
56:13 | surarin01: え？これIHの上に乗せてる？いつもの奴で…接地面であたたまるのか
56:13 | (Member (6 months)) VB: ?:_bigeye:
56:14 | ニドクイン: 仕分け
56:14 | Onちゃん: ボウルもないのか
56:14 | すたーダスト: ？？
56:14 | しずえの嫁: うーわ
56:15 | (Member (6 months)) リウ: どっち？？
56:15 | Lightning o‐zyan: 揚げ物できてしまう　全部いれるとｗｗ
56:15 | Taku N.: ？？
56:15 | keep: 移すの覚えてた
56:15 | Jun: まさかどっちも入れる？
56:15 | アップルパイ好き: え？
56:17 | seiichirou: 全焼オチかな
56:17 | すき焼き御膳: 覚えてた
56:17 | 雪村: 入るか？
56:17 | よわぴー: お？
56:18 | ウクレ: 最悪火事になる
56:18 | めそ: 中華は食中毒防ぐ意味でも油と火力使ってたんだっけ
56:18 | k@moku: ん？
56:18 | 姿無きモブ: 入るかな
56:20 | babicas: ごま油とサラダ油のことだろ
56:20 | あおりんご: ？？
56:20 | 蒟蒻: ？？？？？？？？
56:20 | 数字の1: 仕分け・・・？
56:20 | JUNICHI DISCO: 移すんか？
56:20 | 10kiti じゅーきち: 入る？
56:20 | 夜鷹: 入らんて
56:20 | るい: どっちもとは？
56:20 | きたなくねぇ花火: 酔っ払い帰ってきた？
56:21 | グリム: ん？
56:22 | (Member (2 months)) nigoro: 混ぜるわ絶対
56:22 | 歩く。: 入んねえだろ
56:22 | あかあか: いいね！　鍋だ
56:22 | ぽたもも: もうなべにしないか？
56:22 | テイラ: ボトボトボト
56:23 | Yuu: 違ぇよ
56:23 | いまじしゃん: 入り切らねぇｗ
56:23 | るぅ: おおいか
56:24 | べれしゅ: 入るかこれ
56:24 | たけお: え？
56:24 | 雪丸: キャパオーバーwww
56:24 | 笹キッズ5: 万能鍋きちゃ！
56:24 | うなぎたると: 仕分けとは
56:24 | らいライ: まずいですよ
56:25 | タコンペン: 何がだ？
56:25 | ワチひろみ: わしづかみｗｗ
56:25 | 星詠み: 賞味期限
56:25 | 青葉: 草刈りしたあとみたい
56:25 | わっしー: きったねえ
56:25 | (Member (2 months)) rakugaki 07: 声が嬉しそうな時は大体…
56:25 | かふぇおれ北村: ??????????????
56:25 | 熊工廠: 鍋
56:25 | 横唐横尾: 三角コーナー
56:26 | カラフルドーナツ: 仕分け？
56:26 | 蒟蒻: きったねえ
56:26 | Ruki_(ルキ): ？？？
56:26 | 魂鬼[たまき]: 漬物でもやるんか
56:26 | こなぐすり: あふれるやん
56:26 | うみやろう: 草
56:27 | 九天[くてん]: ゴミ捨てかよｗ
56:27 | えりんぎ: 残飯
56:27 | ズ・ザインダ: ｶｧﾝ！
56:27 | (New member) 竈門しまじろう: 水出てるなあ
56:27 | ばどえあー: 海藻サラダかな
56:28 | ナンバー: 多すぎて草
56:28 | わべ: 多いな
56:28 | アットホーム改: 入らんくて草
56:28 | babicas: なべだわ
56:28 | BNJ: ダイナミックだ
56:28 | トロ: ？？
56:28 | たゆゆゆ: やだなー
56:29 | (New member) 一点 さん: ウサギの餌？
56:29 | てぃん: いよいよ鍋
56:29 | つべこべ: でかくね？白菜
56:29 | おきな: 鍋だなぁ
56:29 | waka-わか-: 食材が業務用にしか見えなくなってきた
56:29 | 橘 都奈[ﾀﾁﾊﾞﾅ ﾐﾔﾅ]: 溢れるな
56:29 | Ko Ko: 入らねーだろw
56:29 | かまくま: 仕分けって?
56:30 | リプリー: 油どばーって入れそうな予感がする
56:30 | ナナセリ: 鍋だこれ
56:30 | gureha: 仕分け
56:30 | (Member (6 months)) kitsune きつねまいにち: 鍋に入れよ入れよ
56:30 | Eusd: もう鍋やんｗ
56:30 | きょうぼう: 料理は足し算だ
56:30 | よるめし: もう鍋にしよう
56:30 | ジャバーニ: 生ゴミか？
56:31 | アリス☆: ？
56:31 | barance: それはそう
56:31 | H.H.: うわあ
56:32 | (Member (2 months)) チャリ: 絶対入らない
56:32 | surarin01: 酷いことにｗ
56:32 | シフォン主義の豚: きったなぁいよぉ
56:32 | アイナ【Aina】: ehhh??
56:32 | ﾘﾝｺﾞｯﾃｵｲｼｲﾖﾈ: 鍋？？？？
56:32 | KOOMAコーマ: 何を……してるんだ……？
56:33 | あんこ: ぎゅってするだろな
56:34 | テイラ: 鍋にしようぜもう
56:34 | 鳶坂: 土鍋もってこい
56:34 | 只の杖: 野菜わしづかみ
56:34 | もっちー: 仕分け？？？
56:34 | ノーレイ: 鍋だな
56:35 | すてぃーぶ。: 何人前だよ
56:35 | ニドクイン: 縮むよ
56:35 | K M: その鍋のサイズ初めて見た
56:35 | ハツハツ: そうだよ食えないよ
56:35 | 星詠み: 動物のエサ
56:36 | 唐揚げ食べたい: 鍋…！
56:36 | マンハッタンP: 草
56:36 | seiichirou: カラカラｗ
56:36 | 長月美香: 鍋やるか
56:36 | へるめっと: 多いなぁｗ
56:37 | スノウ: きたない
56:37 | じょば: 白菜でけーなw
56:37 | nado tsuchi: ヤバいかも
56:37 | Lightning o‐zyan: 炒めなさいｗｗ
56:37 | elenore: 草
56:37 | らのよし: 総辞職レベルの仕分け
56:37 | (Member (6 months)) 人野: 全部入ったもんあぁ
56:37 | aya: ワイルド
56:37 | しー[si:]: 雑い
56:37 | 青葉: なにこれ生ごみ？
56:38 | 抹茶入りの紅茶: こぼすなwwww
56:38 | 秋人: 一食の量じゃねーなｗ
56:38 | プッチンプリン派: ただの鍋w
56:38 | さくら貝: 鍋だなぁw
56:38 | いとち: 三角コーナーやん
56:38 | (Member (2 months)) Mani Puleta: 火入れれば痩せはするけどうーん
56:38 | 蜂野ノノ: 鍋だ
56:38 | ホラーイ: 生ごみ？ｗ
56:38 | 。: 手先笑えない危ないがこれは事務所社長の安全管理基準どうなっとん
56:38 | たらへる: どうするんですかこれ・・・？
56:39 | 姿無きモブ: 漬物かな
56:39 | JUNICHI DISCO: 万能鍋
56:39 | 魂鬼[たまき]: つけものだろ
56:39 | ガトリング斎: 後で食えばええやん
56:39 | mikuro: もう油じゃなくて水入れた方がいいんじゃないか？
56:40 | (Member (6 months)) Jin The Great: :_laugh::_laugh::_laugh:
56:40 | 瓦落多: このまま唐辛子でも入れて漬けてしまいたい
56:40 | Eusd: もう煮込みやん
56:40 | りこりす: キムチでも作るんか＞
56:40 | 雪丸: 漬物かな
56:40 | さんかくみんおん: ウサギの餌か？
56:40 | 10kiti じゅーきち: 行くのか
56:41 | こらふ: 圧縮圧縮
56:41 | ハマチ: 何日分あるんや
56:41 | ドデン三式: はみ出てるw
56:41 | ba mi: 誰もそんなに作れって言ってないんだよなぁ
56:41 | マトイ: ？？？？
56:42 | (New member) ルナール: うん、鍋だな
56:42 | 巧夢: そりゃ白菜まるまる入れたんだから
56:42 | カラフルドーナツ: 鍋ちっさw
56:42 | しぐれ煮: 多いなぁ
56:42 | 実在性: 切ったのは自分定期
56:42 | Cosmo Nova: 草
56:42 | 2sweet Alpha: 何しているんだ
56:42 | godflower: 草
56:42 | ヒビ: タレー
56:42 | りあ: 草
56:43 | (New member) ラビちゃん: ？？？？
56:43 | ナツじゅんいち: 草
56:43 | ﾓﾆｮﾓﾆｮのウツボ: おもろ
56:43 | Skmdy【ソコマデヨ】: キムチにすっかぁｗ
56:43 | integer: 誰だこんなに切ったの
56:43 | ポルンガ: 切りすぎたから…
56:44 | yozora: キムチw
56:44 | 虎轍: 気合で食おう
56:44 | きゅうり。: まあ三人前はあるかな
56:44 | あぶりかぶり: 動物園で見るやつ
56:44 | STAY GOLD: 草かも
56:44 | あおりんご: 炒める とは
56:44 | ぜったいれいど: もう鍋なんだよなぁ
56:44 | aya: 浸けるか
56:44 | えとけん先生: 料理…?
56:44 | アサイン: これ、やしきずが食べるの？
56:44 | のんだくれ: フライパンとかもなかったっけ
56:44 | 赤涙: キムチｗｗｗｗｗｗｗｗｗｗ
56:44 | fish補佐: 鍋つくろか
56:44 | 柳氷: タッパ、ないだろうなぁ
56:44 | モチモチ鳥: ？？？
56:44 | イデックス’: 白菜一玉はそれはそうw
56:45 | 六五三: 漬物か？
56:45 | ぜろぱか: まっずい
56:45 | 箱ボーイ: 分量が理解できないあるある
56:45 | さがわ: ちゃんこ鍋すぎる
56:45 | うみやろう: キムチやん
56:45 | メザメザシ: 骨壺かよ
56:45 | しゅノめ: 草
56:45 | 星: キムチ作るかw
56:46 | ラピス: 草
56:46 | 猫B: 1日で食えとは言うてないんよ
56:46 | インヘリットグレース: 白菜１個まるっといったしな。。。
56:46 | Quarry: 鍋
56:46 | ステファノ: 今タレこぼれたよな
56:46 | Onちゃん: 漬けるか
56:46 | あんちょび: 鍋料理か何か
56:46 | ST安雷: 回 锅
56:46 | Taku N.: キムチ作るか
56:46 | ロケッティア: 詰める？
56:47 | yoshifumi0913: 入れ方雑で草
56:47 | よもぎもち3: 白菜2枚くらいでよかったなこれは・・・
56:47 | 30 cm: キムチwwww
56:47 | ぽんぷ: 草
56:47 | 結城: キムチ鍋にすっか！
56:47 | Yuu: そうそうそう！！
56:47 | ものさし: 草
56:47 | inazyo: 草
56:47 | とらとら: というか白菜切ろうず…w
56:48 | 藤井まほ: これに水入れてぇ！！
56:48 | 朝霧夕雪: 草
56:48 | こなぐすり: ほなキムチか
56:48 | テイラ: 鍋って書いてたもんなだって
56:49 | (New member) 竈門しまじろう: キムチは時間かかるぞｗ
56:49 | しー[si:]: キムチ作るか。。。
56:49 | ドーン勝つ: 白菜鳴いてるよ
56:49 | 山田山田一号: ならシイタケを入れるな
56:49 | babicas: 今からキムチ行けそうだけど
56:49 | maho m: キムチw
56:50 | べるのん: w
56:50 | なななす: 漬けるか
56:50 | わっしー: お疲れさまでした
56:50 | CG echo: 漬物やん
56:50 | えびFLY: 草
56:50 | いまじしゃん: なぁにこれぇ
56:51 | やなゆはわ: もう鍋やんｗ
56:51 | Tie9: こんなもん火とおらねえよｗ
56:51 | 鳶坂: キムチにするか
56:51 | ことり: ねじ込んでる
56:51 | あーく【スキマ時間に遊戯王大会環境】: このまま無水調理しようぜ・・・
56:51 | めちゃん mechan: 鍋にしよう...
56:51 | taq: 発想がギャルやな
56:51 | 真昼: 変えよう
56:52 | ヒロスケ: ゴミ箱じゃねえんだから
56:52 | elenore: 漬物でもすんの？？
56:52 | 白浪: おう…
56:52 | こらふ: 草
56:52 | 柿酢: 三角コーナーw
56:52 | (Member (1 month)) とりん Torin: 草
56:52 | よわぴー: 草
56:52 | はつね: 諦めるな
56:52 | tsubo tsubo: トムヤムクンのもと
56:52 | ししとう: 食材が泣いてる…
56:52 | ぺらぴす: そうだね
56:52 | トミートミー: キムチ作ってるのかな？
56:53 | ナツじゅんいち: 草
56:53 | あーさー: キムチ鍋にするかぁ！
56:53 | いちご大福Ichigo: 鍋だ
56:53 | ニュイーンセイロン: 草
56:53 | 朝飯屋: 草
56:53 | がっちゃ: キムチすっか？
56:54 | アーク: もう遅い
56:54 | そら: ｗｗｗｗｗ
56:54 | つべこべ: どっちも辛いから実質ね
56:54 | (Member (2 months)) 飯寿司: キムチ草
56:54 | ナナカマド: 草
56:54 | scorch: zipファイルじゃん
56:54 | (Member (1 month)) ヴエロエルコ: 詰めるんだｗｗ
56:55 | ドデン三式: 三角コーナーは草
56:55 | naoya: たれがヤバイー
56:55 | てるる: ギューギュー
56:55 | 六文銭: もう鍋にしよう
56:55 | てん: キムチ作るか…
56:56 | nado tsuchi: 圧縮
56:56 | ピノ: 鍋だな!
56:56 | あおりんご: 鍋だよなあ
56:56 | ZIG: 唐辛子とニンニクのタレもあるしな…
56:57 | KRMR: もう遅いぞw
56:57 | まりも: 初志貫徹
56:57 | はうはう: おつかれーっす
56:57 | こなぐすり: 草
56:57 | No.03: 草
56:57 | 37.0℃: 初めて料理をする娘を見守るパパで草
56:57 | Ayakiri Kira: .rar
56:57 | 只の杖: 野菜のミルフィーユかな
56:57 | Monet: やっぱこの季節は鍋だよね
56:58 | 笹キッズ5: クレープも焼ける万能器具
56:58 | naoya: 草
56:58 | 花てん: スープが出来そうやね
56:58 | オオサンショウウオ: 草
56:58 | 露音焚羽: キムチ作ろうか
56:58 | のみるさ: そんなに入れるw
56:58 | KotaRoo: 何日かけるつもりだ
56:59 | ゆるぞう: キムチ漬けるか
56:59 | ひろがーる: まっずい
56:59 | じょば: 安全第一でいくしか
56:59 | (Member (6 months)) Taitejhin: :_laugh:
56:59 | Puni丸: あ、あのぉ....これは一体何をしてるので...?
57:00 | いなり: 怖い
57:00 | ChaCha: this will leak for sure
57:00 | 雨日_huruhi: 大鍋持ってこよ土鍋
57:01 | iscia P: キムチ鍋きたなこれ
57:01 | Yasiro🐾八城: しいたけｗｗｗ
57:01 | りちゃん: キムチの作り方はわかってんの草
57:01 | ジューン: 多分、一家庭で食う量
57:01 | ムラ: なぁにコレぇ…
57:01 | ROM野郎: 回鍋肉→鍋→キムチ
57:01 | 黒神 - Kurokami -: 草
57:01 | (Member (6 months)) Erawan: lol
57:02 | ただの案山子: 草
57:02 | (Member (1 month)) happi nyuu nyaa: 正論やめて
57:02 | カミツレ: しいたけデケェ
57:02 | Eusd: 鍋だな
57:03 | そら: 三角コーナーｗｗｗｗｗｗ
57:03 | しー[si:]: そうね
57:03 | ライフライン: キムチ鍋かぁ
57:03 | Deyama: あれ？椎茸まるまる1個？
57:03 | (Member (6 months))  momomorai: k-kimchi?
57:03 | ワチひろみ: なんだこれ・・
57:04 | ネコ: 最初なんのエサ作ってんのかと思ったわ。脳が理解を拒んだ
57:04 | K M: しいたけ後でよかったろｗ
57:04 | (Member (1 month)) ヴエロエルコ: さすやし
57:05 | びたみん: おお
57:05 | アレク: 無理やり押し込むなw
57:06 | わべ: まぁ火通ってないから多く見えるだけ説はあるが
57:06 | くぅちゃん: 三角コーナーｗ
57:06 | aya: 導かないと
57:06 | 柿酢: もっと辛辣な事言ってけ
57:06 | 朝霧夕雪: しいたけｗ
57:06 | シャドームーンのぶひこ: 回鍋肉って何だっけ...ww
57:07 | バルティガス: さすがです先生
57:07 | __2nd: しいたけｗｗ
57:07 | をむじ: キムチだったか…
57:07 | (New member) フヨウ: 優しい
57:07 | Kei Ichi: クソゲーを褒めるときの社さんだ！
57:07 | HW Night: :flushed_face::face_with_monocle:
57:07 | とかげ3号: 鍋くおう
57:08 | あーかるむ: 茹でてサラダについてたポン酢で食べよう
57:08 | Cosmo Nova: トムヤムクンの伏線回収か
57:08 | 迷夢: 草
57:08 | _ 𝐌𝐢𝐡𝐨: 小さすぎる鍋www
57:09 | てあまと: www
57:09 | 南耳見: おおお
57:09 | a m: かっこいい
57:09 | godflower: やさしい
57:09 | NA NA: いいこと言った！
57:09 | 蒟蒻: そうね
57:09 | てるる: 愛だねえ
57:10 | BNJ: ヤシクミィ……
57:10 | fish補佐: そりゃそう
57:10 | あるままるま: このまま蓋して火にかけて鍋にしよう
57:10 | (Member (2 months)) 犬笛にむせび泣く男スナハラーマッ: 先生・・・！
57:10 | 雪村: いい先輩だ
57:10 | tsubo tsubo: 草
57:10 | テイラ: がんばれ
57:10 | ゆずの: なんだこれ？
57:11 | barance: 偉いぞ…偉いぞやしきず…
57:11 | ばーまん: 頼んだ
57:11 | アリクイ: 教育者の鑑
57:11 | 絶対無敵: さすが監督
57:11 | うしへこあおりんご: ヤシクミィ・・・
57:11 | 源光政: やしきず…頑張れ…
57:11 | ーuー.: 先生・・・・！！！
57:11 | くさ: かっこいい
57:11 | ナンバー: 優しいなぁ
57:11 | あーかるむ: えらい
57:12 | JUNICHI DISCO: ペペロンで煮込んでも美味しそう
57:12 | ひろがーる: 椎茸丸ごとw
57:12 | めーちゃん: やしろさん頼んだ
57:12 | キウイ: やしきずカッコ良すぎる
57:12 | K kai: 頼んだぞ。。
57:12 | 時蕎麦: 白菜が多いw
57:12 | わっしー: ｻｽｶﾞﾀﾞｧ･･･
57:12 | あんこ: ぐっ…！めりっ！
57:12 | sazi ite: さすやし
57:12 | はら: かっけえな社
57:13 | (Member (2 months)) Mani Puleta: 先生…！
57:13 | 鳶坂: がんばってくれ
57:13 | hqr: かっけえ
57:13 | 宵月: さっき鍋にしようって…
57:13 | イデックス’: 師匠…！
57:14 | s s: しいたけなんで入れたんだマジで
57:14 | スノウ: 必死のフォロー
57:14 | sim: キノコじわじわくる
57:14 | えとけん先生: まぁねぇ
57:14 | ARUTEMA 7&7: そうだな
57:14 | アップルパイ好き: 草
57:14 | (Member (1 month)) とりん Torin: ここが正念場
57:14 | 姿無きモブ: ガンバレ
57:14 | み: 偉すぎる
57:14 | カニクモリモリ: 社にしかできない
57:14 | ニワシキ: 諦めないこと、できますか？？
57:14 | にゆにゆにゆにゆ: 見捨てない監督優しい
57:14 | ちゃま: 頑張れ！！！
57:14 | yozora: 真矢ミキさん？
57:14 | このはずく: 社先生！
57:14 | babicas: やしきずかっけぇぞ
57:15 | 600族の長: えも
57:15 | むにむに: かっけぇよ
57:15 | ルク: 先生...！
57:15 | (New member) らりるりれるれ: いいこと言ってる
57:15 | トロ: 先生……！！！！
57:15 | アア: かっけえよやしきず
57:15 | リプリー: もう料理がなんなのかわかんなくなって来た
57:15 | zen: 監督！
57:15 | 猫の足: がんばってｗ
57:15 | 横唐横尾: 頼んだぞ…
57:15 | たけお: 完全に鍋で草
57:15 | Nino: もう煮よう
57:15 | えびFLY: 応援してる
57:15 | あおりんご: やしきずせんせぇ...
57:15 | kentya p: 切り捨てるのもやさしさ
57:15 | あくす: すごい
57:15 | R maro: www
57:15 | nickel: 見捨ててもいいんじゃないかな・・・
57:15 | 小林壯太朗: イケメンすぎる
57:15 | (Member (6 months)) リウ: 先生…！！！
57:16 | デンチュラ: 草
57:16 | AL EX: ｻｽｶﾞﾀﾞｧ
57:16 | さえ(Sae): は？
57:16 | 赤ちゃん様: 至言だなぁ
57:16 | ゴー乃助: 草
57:16 | みず: かっけ
57:16 | 礼羽(らいは): がんばれ！！
57:16 | Yuu: 先生・・・
57:16 | surarin01: 偉い
57:16 | 雪丸: かわいい？
57:16 | k I: 俺は見捨てねえ！ドン！！！！
57:16 | 太郎: 素晴らしい先生
57:16 | しー[si:]: かわいい・・・？
57:16 | アサイン: かわいいねぇ
57:16 | 佐藤です。: 監督…！
57:17 | 熊野独言: やまもり
57:17 | 那岐の峰: がんばえー
57:17 | らいライ: シイタケそのままかそうか
57:17 | たぬきそば: ？？？？？
57:17 | はるりあ: 男前
57:17 | ちくわの軸: かっけえよ
57:17 | 小野寺: がんばれ監督
57:17 | 楓シオン: うおおおおおお
57:17 | 星: 森w
57:17 | はりえもん: 先生がんばって
57:17 | カステラ2円: 監督...！
57:17 | スライムまん: 名言
57:17 | はすの: そのいきよ社くん
57:17 | 神無我 悪夢『カミナガ クマ』: 諦めるのはイージー
57:17 | かぷかぷ: やさしい
57:18 | ミュルミ丼: 中華鍋で作った方が...
57:18 | 作業用カレーうどん: ド級のリトライ
57:18 | (Member (2 months)) チャリ: 手腕が試される
57:18 | マンハッタンP: 頑張ってくれ先生
57:18 | CG echo: そうだねー
57:18 | なる猫: ｻｽｶﾞﾀﾞｧ…
57:18 | ぱちこ: あの袋だいじょぶかな
57:18 | ズ・ザインダ: うおおおおおおおおおおおおお
57:18 | がっちゃ: 監督！！
57:18 | (New member) ルナール: がんばれ先生…
57:18 | 長月美香: 森
57:18 | 夜想: 頼んだやしきず
57:19 | 朝霧夕雪: 名言か
57:19 | ニュイーンセイロン: 石突付きしいたけ
57:19 | カンパイ: かわいいかな？
57:19 | 白依しろ: ？
57:19 | 六五三: は？
57:19 | naoya: 自己暗示してない?w
57:19 | ごんざれす: さすがです
57:19 | ワチひろみ: 先生やさしすぎます・・・
57:20 | おきな: 頑張ってくれ・・・
57:20 | (New member) 竈門しまじろう: あきらめないで
57:20 | ROM野郎: :seedling:
57:20 | RTAをするキツネ: そも白菜なんだよな
57:20 | かまくま: 無理だよ
57:21 | ピノ: 監督…!
57:21 | ハチ公閣下: かっこいい
57:21 | 才華: えらい
57:21 | 真っ赤梨: やしきずに勇気をもらった
57:21 | Onちゃん: 移しきれない
57:21 | すずな: さすがです先生
57:22 | ユー: やしきずまじがんばって
57:22 | Pikky: 人格者
57:22 | dan go: 社がんばって！！！ｗｗｗｗ
57:22 | まりも: は？
57:22 | 모모momo: 監督:pleading_face:
57:22 | バルサミコ: 言い聞かせてるなぁ
57:22 | (Member (6 months)) VB: :_loading:
57:23 | 数字の1: すくな！
57:23 | zakky: 優しいのか厳しいのか…
57:23 | 鬼飢麒麟: アドバイザー側に不屈の精神求められてるwwwww
57:23 | C B: 監督かっこよすぎだろ
57:23 | Canadaigowカナダイゴウ: は？で草
57:23 | バンドエイド: かっけぇ..
57:23 | nz428-えぬぜー-: やしきずたのんだ
57:23 | poyo: えらすぎる監督
57:23 | NA NA: 今！？
57:23 | ミリムる: いい話だな
57:23 | うみやろう: エンターテイナーじゃん
57:24 | すたーダスト: しいたけの存在感
57:25 | 源光政: 思い出した！
57:25 | プリン: かっけぇ
57:25 | Jin babwe: もうこのまま鍋にしようぜ
57:25 | godflower: 今！？
57:25 | 蒟蒻: 言葉を伝えても聞いてるとは限らんでよ
57:25 | まぐ: い　ま　さ　ら
57:26 | アサイン: 森ができました
57:26 | りあ: お！
57:26 | ムドハタ: でも「は？」は言う
57:26 | ばーまん: いまさら？
57:26 | ba mi: は？　ｗｗｗ
57:27 | 10kiti じゅーきち: 今！？
